hal_title,year,hal_id,booktitle,core_title,Acronym,Source,Rank,Primary FoR,distance,method
Invariant Sets for Discrete-Time Constrained Linear Systems Using Sliding Mode Approach,2018,hal-01718460,16th European Control Conference (ECC 2018),Workshop on Elliptic Curve Cryptography,ECC,CORE2018,C, 804,,token
Scientific Data Analysis Using Data-Intensive Scalable Computing: the SciDISC Project,2018,lirmm-01867804,LADaS: Latin America Data Science Workshop,ACM Digital Rights Management Workshop,DRM,CORE2018,C, 803,23,score
Scientific Data Analysis Using Data-Intensive Scalable Computing: the SciDISC Project,2018,lirmm-01867804,LADaS: Latin America Data Science Workshop,Latin American Web Congress,LAWEB,ERA2010,C, 806,23,score
Scientific Data Analysis Using Data-Intensive Scalable Computing: the SciDISC Project,2018,lirmm-01867804,LADaS: Latin America Data Science Workshop,NASA LaRC Formal Methods Workshop,LARC,ERA2010,C, 802,23,score
An efficient domain decomposition method with cross-point treatment for Helmholtz problems,2019,hal-02353312,WAVES 2019 - 14th International Conference on Mathematical and Numerical Aspects of Wave Propagation,International Conference on Theoretical and Methodological Issues in machine Translation,TMI,CORE2018,B, 801,49,score
CRYSTALS - Kyber: A CCA-Secure Module-Lattice-Based KEM,2018,hal-01934169,EuroS\&P 2018 - IEEE European Symposium on Security and Privacy,IEEE European Symposium on Security and Privacy,EuroSP,CORE2021,NEW,4604,15,score
Optimisation pour le Provisionnement de Cha\^ines de Services R\'eseau,2018,hal-01779589,ALGOTEL 2018 - 20\`emes Rencontres Francophones sur les Aspects Algorithmiques des T\'el\'ecommunications,,,,,,,
QC-MDPC: A Timing Attack and a CCA2 KEM,2018,hal-01949590,PQCrypto 2018 - Ninth International Conference on Post-Quantum Cryptography,International Workshop on Post-Quantum Cryptography,PQCrypto,CORE2021,C,4604,,token
A Distributed Collaborative Filtering Algorithm Using Multiple Data Sources,2018,hal-01911684,"DBKDA: Advances in Databases, Knowledge, and Data Applications",Constraint Databases and Applications,CDB,CORE2018,C, 804,32,score
On a Generalized Splitting Method for Sampling from a Conditional Distribution,2018,hal-01949896,2018 Winter Simulation Conference,Winter Simulation Conference,WSC,CORE2021,B,4602,5,score
"Site-Directed Insertion: Decision Problems, Maximality and Minimality",2018,hal-01937654,20th International Conference on Descriptional Complexity of Formal Systems,IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2021,B,4606,26,score
Numerical simulation of ice accretion using Messinger-based approach: effects of surface roughness,2019,hal-02409011,CASI Aero 2019 - Canadian Aeronautics and Space Institute's AERO 2019 Conference,Asia Pacific Decision Science Institute Conference,APDSI,CORE2018,C, 802,44,score
Towards Artificial Learning Companions for Mental Imagery-based Brain-Computer Interfaces,2018,hal-01762612,"WACAI 2018 - Workshop sur les ``Affects, Compagnons Artificiels et Interactions''",International Workshop on Agents and Data Mining Interaction,ADMI,CORE2020,B,4602,49,score
Coupling and synchronization of piecewise linear genetic regulatory systems,2019,hal-02386348,CDC 2019 - 58th IEEE Conference on Decision and Control,IEEE Conference on Decision and Control,CDC,CORE2018,A,1005,,token
Edema-informed anatomically constrained particle filter tractography,2018,hal-01893110,Medical Image Computing and Computer Assisted Intervention -- MICCAI 2018,Medical Image Computing and Computer-Assisted Intervention,MICCAI,CORE2021,A,4601,,token
Site-Directed Deletion,2018,hal-01937635,22nd International Conference on Developments in Language Theory (DLT 2018),Developments in Language Theory,DLT,CORE2021,B,4613,,token
"DeCP-Live: A Web-Interface for DeCP, a Distributed High-Throughput CBIR System",2018,hal-02106908,CBMI 2018 - International Conference on Content-Based Multimedia Indexing,IEEE International Conference on Multimedia and Expo,ICME,CORE2021,A,4603,28,score
Error Analysis of the Square Root Operation for the Purpose of Precision Tuning: a Case Study on K-means,2019,hal-02183945,"ASAP 2019 - 30th IEEE International Conference on  Application-specific Systems, Architectures and Processors","International Conference on Application-specific Systems, Architectures and Processors",ASAP,CORE2018,A, 805,,token
A Surface-Syntactic UD Treebank for Naija,2019,hal-02270530,"TLT 2019, Treebanks and Linguistic Theories, Syntaxfest",Lexical Semantics and Knowledge Representation,SIGLEX,CORE2018,C, 804,36,score
P3LS: Plausible Deniability for Practical Privacy-Preserving Live Streaming,2019,hal-02421820,SRDS 2019 - 38th International Symposium on Reliable Distributed Systems,Symposium on Reliable Distributed Systems,SRDS,CORE2021,B,4606,,token
Regular Matching and Inclusion on Compressed Tree Patterns with Context Variables,2019,hal-01811835,LATA 2019 - 13th International Conference on Language and Automata Theory and Applications,International Conference on Language and Automata Theory and Applications,LATA,CORE2021,C,4613,,token
"Agr\'egation de m\'ethodes statistiques pour la s\'election de variables corr\'el\'ees,  en grande dimension",2019,hal-02360974,JdS 2019 -  51emes Journ\'ees de Statistique de la SFDS,Geo congress of the Geo-Institute of ASCE,,ERA2010,A, 905,37,score
Solving Ergodic Markov Decision Processes and Perfect Information Zero-sum Stochastic Games by Variance Reduced Deflated Value Iteration,2019,hal-02423846,CDC 2019 - 58th IEEE Conference on Decision and Control,IEEE Conference on Decision and Control,CDC,CORE2018,A,1005,,token
3D ConvNets improve macromolecule localization in 3D cellular cryo-electron tomograms,2019,hal-02424696,Quantitative BioImaging (QBI) Conference,Australian Women in IT Conference,AusWIT,CORE2018,Australasian,,18,score
3D ConvNets improve macromolecule localization in 3D cellular cryo-electron tomograms,2019,hal-02424696,Quantitative BioImaging (QBI) Conference,Australian Women in IT Conference,OzWIT,CORE2018,Australasian, 899,18,score
The TrackML high-energy physics tracking challenge on Kaggle,2018,hal-02372462,23rd International Conference on Computing in High Energy and Nuclear Physics,International Conference on Computer Vision and Graphics,ICCVG,CORE2021,National Poland,4603,29,score
Low-Memory Attacks Against Two-Round Even-Mansour Using the 3-XOR Problem,2019,hal-02425000,Invited talk at NTT Secure Platform Laboratories,International Symposium on Robotics,ISR,CORE2018,A, 801,32,score
Low-Memory Attacks Against Two-Round Even-Mansour Using the 3-XOR Problem,2019,hal-02425000,Invited talk at NTT Secure Platform Laboratories,International Teletraffic Congress,ITC,CORE2021,Unranked,4606,32,score
Integrating (Very) Heterogeneous Data Sources: A Structured and an Unstructured Perspective,2020,hal-02930728,ADBIS 2020 - 24th European Conference on Advances in Databases and Information Systems,Symposium on Advances in DB and Information Systems,ADBIS,CORE2021,B,4605,,token
Comparative study of steel corrosion characterization by visible and THz imaging techniques,2020,hal-02986511,EGU 2020 - European Geoscience Union,European Grid Conference,EGC,CORE2018,B,,22,score
Estimating Vehicle Fleet Composition for Last-Mile Delivery Service,2019,hal-02374921,TRISTAN X-Triennial Symposium on Transportation Analysis,International Symposium on Information Processing,ISIP,CORE2018,C, 806,26,score
EGG: a toolkit for research on Emergence of lanGuage in Games,2019,hal-02274229,Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP): System Demonstrations,Empirical Methods in Natural Language Processing,EMNLP,CORE2021,A,4602,,token
EGG: a toolkit for research on Emergence of lanGuage in Games,2019,hal-02274229,Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP): System Demonstrations,International Joint Conference on Natural Language Processing,IJCNLP,CORE2021,B,4602,,token
Singularity of cable-driven parallel robot with sagging cables: preliminary investigation,2019,hal-02426398,ICRA 2019 - IEEE International Conference on Robotics and Automation,IEEE International Conference on Robotics and Automation,ICRA,CORE2021,B needs review,4602,,token
Dense Classification and Implanting for Few-Shot Learning,2019,hal-02371279,CVPR 2019 - IEEE Computer Vision and Pattern Recognition Conference,IEEE Conference on Computer Vision and Pattern Recognition,CVPR,CORE2021,A,4603,,token
Ecophysiological modeling of the impact of light quantity and quality on microalgae growth in high-density open ponds,2018,hal-02368696,Sfecologie 2018 - International Conference on Ecological Sciences,Hawaii International Conference on System Sciences,HICSS,CORE2018,A, 806,25,score
Farkas Lemma made easy,2020,hal-02422033,10th International Workshop on Polyhedral Compilation Techniques (IMPACT 2020),International Workshop on Precipitation in Urban Areas,,ERA2010,A, 905,36,score
Farkas Lemma made easy,2020,hal-02422033,10th International Workshop on Polyhedral Compilation Techniques (IMPACT 2020),International Workshop on Randomization and Computation,RANDOM,CORE2021,A,4613,36,score
AMR enabled quadtree discretization of incompressible Navier-Stokes equations with moving boundaries,2019,hal-02421748,International Congress on Industrial and Applied Mathematics (ICIAM) 2019,International Congress on Industrial and Applied Mathematics,,ERA2010,B, 910,12,score
GazeLens: Guiding Attention to Improve Gaze Interpretation in Hub-Satellite Collaboration,2019,hal-02183386,INTERACT 2019 - 17th IFIP Conference on Human-Computer Interaction,IFIP TC13 Conference on Human-Computer Interaction,Interact,CORE2021,B,4608,,token
Uniform regret bounds over $R^d$ for the sequential linear regression problem with the square loss,2019,hal-01802004,The 30th International Conference on Algorithmic Learning Theory (ALT 2019),Algorithmic Learning Theory,ALT,CORE2021,B,4611,,token
A column generation based heuristic for the generalized vehicle routing problem with time windows,2019,hal-02419289,Journ\'ees de l'Optimisation 2019,SIAM Conference on Optimization,OP,CORE2021,C,4602,20,score
Combining different types of services in the last-mile delivery,2019,hal-02419302,Workshop on the Logistics of Autonomous Vessels,Workshop on Economics of Peer-to-Peer Systems,P2P Econ,CORE2018,C, 899,21,score
On Correctness of Automatic Differentiation for Non-Differentiable Functions,2020,hal-03081582,NeurIPS 2020 - 34th Conference on Neural Information Processing Systems,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2021,A,4611,,token
Acoustic impacts of geometric approximation at the level of velum and epiglottis on French vowels,2019,hal-02180566,ICPhS 2019 - International Congress of Phonetic Sciences,International Congress Aeronautical Sciences,,ERA2010,B, 901,21,score
CPG-based Controllers can Trigger the Emergence of Social Synchrony in Human-Robot Interactions,2018,hal-01825464,ARSO 2018 - IEEE International Workshop on Advanced Robotics and its Social Impacts,IEEE International Workshop on Cluster Computing and the Grid,IWCC,CORE2018,C,,40,score
An Extension of PlusCal for Modeling Distributed Algorithms,2020,hal-03143502,TLA+ Community Event 2020,Law via the Internet,LI,CORE2018,C, 899,18,score
An Extension of PlusCal for Modeling Distributed Algorithms,2020,hal-03143502,TLA+ Community Event 2020,RICS conference,COBRA,ERA2010,A,1202,18,score
U-ReSNet: Ultimate Coupling of Registration and Segmentation with Deep Nets,2019,hal-02365899,MICCAI 2019: Medical Image Computing and Computer Assisted Intervention -- MICCAI 2019,Medical Image Computing and Computer-Assisted Intervention,MICCAI,CORE2021,A,4601,,token
Rare-Event Simulation of Regenerative Systems: Estimation of the Mean and Distribution of Hitting Times,2019,hal-02182946,MCM 2019 - 12th International Conference on Monte Carlo Methods and Applications,ACS/IEEE International Conference on Computer Systems and Applications,AICCSA,CORE2021,C,  46,28,score
Constant-Delay Enumeration for Nondeterministic Document Spanners,2019,hal-02338344,ICDT,International Conference on Database Theory,ICDT,CORE2021,A,4605,,token
A Proof-Theoretic Approach to Certifying Skolemization,2019,hal-02368946,CPP 2019 - 8th ACM SIGPLAN International Conference,GeoShanghai International Conferences,GeoShanghai,ERA2010,A, 905,22,score
A Proof-Theoretic Approach to Certifying Skolemization,2019,hal-02368946,CPP 2019 - 8th ACM SIGPLAN International Conference,INTUITION International Conference,INTUITION,CORE2018,C, 801,22,score
Intrinsically Motivated Discovery of Diverse Patterns in Self-Organizing Systems,2020,hal-02370003,International Conference on Learning Representations (ICLR),International Conference on Learning Representations,ICLR,CORE2021,A,4611,,token
The Social Medium Selection Game,2018,hal-02418516,"NETGCOOP 2018 - International Conference on NETwork Games, COntrol and OPtimisation","IASTED International Conference on Modelling, Simulation and Optimisation",ICMSO,CORE2014,C, 801,32,score
Aggregation and embedding for group membership verification,2019,hal-02091036,"ICASSP 2019 - IEEE International Conference on Acoustics, Speech and Signal Processing","IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,CORE2018,B,,,token
Efficient Distributed D2D ProSe-Based Service Discovery and Querying in Disaster Situations,2020,hal-03094740,AINA 2020 - 34th International Conference on Advanced Information Networking and Applications,International Conference on Advanced Information Networking and Applications (was ICOIN),AINA,CORE2021,B,4606,,token
